Nombre,Apellido,RUT,Dirección,Comuna,N° Cuenta Corriente,Banco,Monto de Garantía,Fecha de Pago de Garantía,N° Jornada de Remate,Fecha del Remate,Modelo de Automóvil,Categoría de Automóvil,Proveedor del Auto,Pago del Restante,Fecha de Pago del Restante,Devolución de Garantía,Fecha de Devolución,Cantidad de Click en Inicio,"Cantidad de Click en ""Quiénes Somos""",Cantidad de Click en Contacto,Cantidad de Click en Remates Activos,Cantidad de Click en Abonar Garantía,Cantidad de Click en Agregar al Carro,Cantidad de Click a Salón de Remate
Chema,Cepeda,21530735-2,"Ronda Olalla Duarte 20
Almería, 18063",Las Condes,ES7185676849424753986160,Santander,846734.11,2024-01-21,16,2024-11-22,Toyota Corolla,Coupé,Banco de Chile,10285531.36,2024-11-22,0.0,,59,44,12,67,19,19,65
Leocadia,Casals,17388217-3,"Via Manu Camacho 70
Segovia, 47092",Santiago,ES2612163521093274166873,Banco de Chile,950744.98,2024-04-20,35,2024-12-03,Toyota Corolla,Sedán,Santander,0.0,,950744.98,2024-12-11,74,37,21,75,38,90,10
Isabel,Sánchez,10380495-7,"Camino de Florinda Fuertes 426
Guipúzcoa, 15184",Providencia,ES2256453968494168215797,BCI,786008.68,2024-02-19,40,2024-05-10,Ford Fiesta,SUV,BCI,0.0,,786008.68,2024-07-26,7,23,4,91,25,5,23
Rodolfo,Arnal,8625569-3,"Paseo de Marcio Daza 4
Álava, 28642",Las Condes,ES6423490585692510104261,Scotiabank,1890017.46,2024-06-04,2,2024-09-29,Ford Fiesta,SUV,BCI,7991258.36,2024-10-06,0.0,,51,1,8,125,47,100,89
Timoteo,Bayón,20934981-7,"Callejón Máximo Guillén 270 Apt. 01 
Ceuta, 27637",Providencia,ES4726063367167034580180,Santander,698413.32,2024-06-15,15,2024-12-26,Ford Fiesta,Hatchback,Scotiabank,0.0,,698413.32,2024-12-29,81,5,4,174,47,14,72
Adelina,Cid,7411385-0,"Vial Gabriela Carbonell 30 Puerta 1 
Segovia, 49524",Providencia,ES5719688831353666370789,Santander,956668.62,2024-04-27,26,2024-12-18,Nissan Sentra,Coupé,Banco de Chile,15422247.3,2024-12-23,0.0,,12,9,32,81,35,64,8
Luz,Almagro,6900426-1,"C. Juana Matas 3
Alicante, 40528",Vitacura,ES7501997320079279003740,Santander,1196375.1,2024-03-31,17,2024-10-25,Nissan Sentra,SUV,BCI,7700851.89,2024-11-07,0.0,,11,37,30,74,21,47,19
Valerio,Portillo,10431265-9,"Callejón Elvira Grande 322
Sevilla, 30387",Santiago,ES9335581810972913932844,Banco Estado,1985296.38,2024-05-20,33,2024-11-02,Chevrolet Spark,SUV,Banco Estado,0.0,,1985296.38,2024-12-12,40,3,42,125,18,63,24
Ester,Bayona,5400170-3,"Cañada de Hipólito Grande 66
Santa Cruz de Tenerife, 01207",Santiago,ES1298049347048460965985,BCI,1412030.64,2024-04-03,15,2024-09-25,Ford Fiesta,Coupé,Banco Estado,0.0,,1412030.64,2024-11-14,56,26,21,68,41,66,1
Alejandro,Carpio,18867644-8,"Alameda Marcio Arcos 88 Apt. 62 
Badajoz, 03799",Ñuñoa,ES8605951108583968629920,Banco de Chile,1490327.04,2024-05-08,38,2024-12-18,Chevrolet Spark,Hatchback,BCI,8142378.47,2024-12-29,0.0,,9,3,36,20,16,13,70
Bernabé,Godoy,1700619-3,"Via Blanca Plaza 2 Puerta 1 
Málaga, 03915",Providencia,ES9108907828507364653526,Scotiabank,1107207.36,2024-03-11,9,2024-09-10,Honda Civic,Sedán,Santander,6562408.19,2024-10-08,0.0,,26,2,46,185,40,9,42
Ana,Velasco,2503433-3,"Ronda de Alejo Marquez 49 Puerta 1 
Castellón, 43430",Providencia,ES6722032315001633842623,Santander,1713845.98,2024-01-18,46,2024-06-27,Chevrolet Spark,Hatchback,Scotiabank,0.0,,1713845.98,2024-12-14,44,49,19,128,23,61,51
Sabas,Soriano,21861469-8,"Paseo de Fito Casanovas 283 Piso 9 
Las Palmas, 08615",La Florida,ES6228144003906636523613,Scotiabank,1777964.94,2024-02-15,30,2024-04-30,Nissan Sentra,Coupé,Santander,17005211.78,2024-12-09,0.0,,63,4,0,174,17,55,36
Morena,Lluch,11568559-7,"C. de Rodolfo Ferrero 63
Segovia, 44433",Ñuñoa,ES0919030434853626929381,Santander,628397.4,2024-03-16,2,2024-05-08,Chevrolet Spark,Camioneta,BCI,19715428.67,2024-05-13,0.0,,24,17,11,82,4,75,36
Nacho,Ramirez,18000143-3,"Avenida Emelina Silva 31 Apt. 76 
Ourense, 20791",Las Condes,ES6956013742577942597721,Santander,1431610.26,2024-05-31,49,2024-08-03,Chevrolet Spark,SUV,BCI,19992798.42,2024-10-17,0.0,,98,0,25,145,40,85,13
José Antonio,Talavera,7763216-6,"Pasadizo de Odalis Duque 13 Puerta 5 
Sevilla, 35345",Ñuñoa,ES2011531728196272073274,Santander,911523.17,2024-05-07,43,2024-05-11,Nissan Sentra,Camioneta,Santander,0.0,,911523.17,2024-08-25,87,27,29,31,26,52,22
Pastora,Salinas,9727003-1,"Acceso de Bernardo Prado 21 Apt. 27 
Jaén, 46133",Providencia,ES8069095208624167807095,Banco de Chile,756744.96,2024-02-25,44,2024-12-04,Toyota Corolla,Camioneta,Banco de Chile,9880306.9,2024-12-06,0.0,,88,25,0,35,42,46,79
Benito,Montero,13574704-1,"Ronda de Bautista Peralta 9 Apt. 43 
Baleares, 35891",La Florida,ES7387657520719289706989,BCI,730122.64,2024-01-04,34,2024-04-12,Nissan Sentra,SUV,Banco de Chile,0.0,,730122.64,2024-08-13,55,17,21,22,29,96,76
Pilar,Cobos,19201418-2,"Camino Amílcar Coronado 81
Ávila, 15848",Ñuñoa,ES9079373153869381237793,BCI,843954.56,2024-04-03,9,2024-10-31,Chevrolet Spark,Sedán,Scotiabank,18303259.29,2024-11-04,0.0,,63,35,15,21,15,78,7
Eva,Codina,8870567-K,"Cuesta de Rocío Madrigal 24 Puerta 9 
Soria, 07493",Providencia,ES2697059749622745709608,Banco Estado,896015.88,2024-06-10,49,2024-10-25,Nissan Sentra,Coupé,BCI,0.0,,896015.88,2024-12-08,97,44,3,63,9,48,78
Eulalia,Alegria,2551665-6,"Callejón Marcela Luján 867
Zamora, 44135",Vitacura,ES9416189967998881429023,Banco Estado,907432.6,2024-02-14,18,2024-07-05,Nissan Sentra,Camioneta,BCI,0.0,,907432.6,2024-10-08,22,30,8,15,32,32,12
Osvaldo,Murcia,11526548-2,"Calle de Evita Arranz 64 Puerta 1 
Burgos, 16138",Las Condes,ES2270832778252819753457,Banco de Chile,1538611.45,2024-06-19,38,2024-11-11,Honda Civic,Sedán,Banco de Chile,0.0,,1538611.45,2024-11-29,25,9,13,44,38,12,35
Porfirio,Perelló,6260284-8,"Camino Benito Espada 98
Albacete, 41284",Vitacura,ES3057539587897289171192,BCI,1690551.1,2024-05-08,27,2024-05-19,Ford Fiesta,SUV,Santander,0.0,,1690551.1,2024-10-29,45,16,48,89,50,83,18
Bernabé,Múgica,6856792-0,"Pasaje Miguel Ángel Coloma 8 Piso 4 
Málaga, 38607",Las Condes,ES7859025570989293994345,Santander,1493601.5,2024-02-12,27,2024-09-21,Chevrolet Spark,Camioneta,Scotiabank,0.0,,1493601.5,2024-11-22,5,7,43,39,41,49,8
Jordana,Zamorano,20496695-8,"Avenida Reyes Lumbreras 68
Asturias, 14957",Vitacura,ES7242678272790286767470,Santander,598368.92,2024-03-11,37,2024-11-20,Honda Civic,Hatchback,BCI,6436534.99,2024-12-26,0.0,,62,19,43,43,36,100,28
Tomás,Guillen,11188498-6,"Paseo de Maura Santos 12
Almería, 26792",Vitacura,ES3826865683321151254180,Banco Estado,515978.99,2024-03-24,10,2024-08-16,Honda Civic,SUV,Scotiabank,0.0,,515978.99,2024-11-06,4,13,2,181,12,44,82
Silvestre,Quero,4555140-7,"Vial de Fabiana Amat 71 Puerta 1 
Granada, 11611",Las Condes,ES6880749649758115229355,Santander,1905128.3,2024-05-16,30,2024-07-31,Honda Civic,Coupé,Scotiabank,0.0,,1905128.3,2024-12-12,42,10,34,0,46,72,35
Lino,Alvarez,16786650-6,"Callejón de Horacio Cortina 856
Palencia, 44672",Santiago,ES1605806526977642250595,BCI,1491525.17,2024-03-17,24,2024-10-18,Ford Fiesta,Coupé,Scotiabank,0.0,,1491525.17,2024-11-12,36,46,50,102,23,89,28
Vera,Sevillano,7363117-3,"Rambla de Teodosio Barco 1 Puerta 1 
Girona, 21614",Providencia,ES1594335850616806433237,Santander,598811.39,2024-02-25,38,2024-05-01,Ford Fiesta,Hatchback,Banco Estado,8368630.07,2024-10-25,0.0,,42,20,42,115,41,58,17
Custodio,Pérez,8509494-7,"Acceso de Cornelio Chaves 3 Puerta 9 
Valencia, 28610",Santiago,ES6732138209144626806550,BCI,1500012.61,2024-02-09,49,2024-03-01,Chevrolet Spark,Camioneta,Scotiabank,6418421.82,2024-07-09,0.0,,57,7,10,18,8,35,93
Mohamed,Milla,9338429-6,"Cuesta Saturnino Abril 178 Piso 8 
Ciudad, 03466",La Florida,ES6327908768639373720306,Banco Estado,1588321.6,2024-01-22,11,2024-09-02,Ford Fiesta,Coupé,Banco Estado,0.0,,1588321.6,2024-09-12,74,0,49,125,28,31,96
Guillermo,Amorós,3524328-3,"Urbanización Edgardo Iglesias 458
Vizcaya, 34646",Providencia,ES2342835575994929921466,BCI,982721.4,2024-05-18,41,2024-09-09,Toyota Corolla,Hatchback,Banco Estado,11940743.58,2024-10-11,0.0,,65,37,47,158,11,44,4
Eli,Montes,16230665-0,"C. de Carmina Bello 75
Ceuta, 37011",Las Condes,ES5181938927179640761989,BCI,1473659.07,2024-07-02,20,2024-09-17,Nissan Sentra,Camioneta,Banco Estado,0.0,,1473659.07,2024-10-26,5,27,11,96,17,20,80
Dani,Jurado,3643046-K,"Avenida de Efraín Porras 556 Piso 2 
Lugo, 40770",La Florida,ES0726059368988787094442,BCI,772044.63,2024-03-28,14,2024-04-14,Ford Fiesta,SUV,Banco Estado,0.0,,772044.63,2024-11-07,73,35,31,8,0,20,93
César,Riba,9889001-7,"Plaza de Fortunato Sola 42 Apt. 28 
Zaragoza, 31252",Ñuñoa,ES6543609121032475726178,BCI,1735873.53,2024-06-10,49,2024-06-17,Honda Civic,Camioneta,Santander,15028375.8,2024-11-08,0.0,,3,6,7,55,18,83,44
Nilo,Girón,24958604-8,"C. Ariel Borrego 35
Huesca, 14932",Ñuñoa,ES0631666543405629341804,Santander,1904633.81,2024-07-05,31,2024-11-05,Toyota Corolla,Sedán,Banco de Chile,8203388.8,2024-11-12,0.0,,55,22,4,143,2,17,63
Mario,Valderrama,9776808-0,"Acceso de Bautista Arteaga 637 Piso 9 
Santa Cruz de Tenerife, 19148",Las Condes,ES2708351664876717742160,Santander,1687433.55,2024-03-28,28,2024-11-24,Toyota Corolla,Coupé,Santander,0.0,,1687433.55,2024-12-03,25,28,4,83,8,56,11
Diego,Villa,21274117-5,"Pasadizo Ezequiel Acuña 31 Puerta 6 
Zamora, 10973",Vitacura,ES6848120596063033844133,Banco de Chile,1072193.03,2024-02-07,16,2024-12-16,Ford Fiesta,SUV,Scotiabank,16493871.79,2024-12-16,0.0,,94,43,25,183,33,21,34
Ángela,Pintor,20608968-7,"Via Coral Valera 8 Apt. 39 
Murcia, 05050",Las Condes,ES4196979114427776089232,Banco Estado,1048999.59,2024-03-11,7,2024-10-08,Toyota Corolla,Sedán,Santander,0.0,,1048999.59,2024-10-26,97,5,10,47,2,58,62
Luz,Páez,17993927-4,"Pasadizo de Rafa Luz 44
Palencia, 14598",Ñuñoa,ES1103646241415881068852,Banco de Chile,1699052.69,2024-01-05,15,2024-09-02,Honda Civic,Camioneta,Banco de Chile,0.0,,1699052.69,2024-11-08,97,39,25,62,16,34,93
Toribio,Roda,1705265-9,"Calle de Lupita Cabañas 662
Málaga, 35262",Vitacura,ES8922807170548700009174,Santander,1240454.91,2024-01-12,15,2024-01-24,Toyota Corolla,SUV,Scotiabank,17313922.95,2024-11-04,0.0,,9,21,8,23,2,46,53
Felicia,Borja,12657409-6,"Glorieta de Sara Batlle 54
Ciudad, 04419",Providencia,ES1848843460145320993837,Banco Estado,1361827.95,2024-04-20,7,2024-07-12,Ford Fiesta,Coupé,Banco Estado,0.0,,1361827.95,2024-11-17,55,10,42,2,33,73,51
Hermenegildo,Valls,20887627-9,"Avenida de Eusebia Gárate 111
Ávila, 17076",La Florida,ES2051618816838492307365,BCI,1070550.2,2024-03-15,22,2024-10-25,Chevrolet Spark,Hatchback,Santander,0.0,,1070550.2,2024-11-24,21,1,50,53,16,14,14
Dorotea,Bueno,17636400-9,"Avenida Elisabet Cantero 18
Alicante, 34529",Providencia,ES4560840747259408686151,Santander,1990709.15,2024-01-26,40,2024-04-10,Honda Civic,Hatchback,Santander,0.0,,1990709.15,2024-09-23,43,11,26,123,39,52,63
Pastora,Ferrera,14683637-2,"Calle Domitila Enríquez 25
Sevilla, 29565",Santiago,ES7360767792389282252559,Banco de Chile,1117464.64,2024-04-22,36,2024-09-11,Nissan Sentra,Camioneta,Santander,0.0,,1117464.64,2024-12-30,87,48,17,173,18,87,25
Poncio,Mayo,13847656-1,"Callejón Débora Sevilla 48
Lleida, 36192",Santiago,ES5407379675265003407913,BCI,1599833.66,2024-06-12,35,2024-07-20,Nissan Sentra,Sedán,Banco de Chile,0.0,,1599833.66,2024-12-07,70,20,19,130,35,1,5
Camila,Contreras,11062771-8,"Ronda Loida Santamaria 68 Puerta 5 
Las Palmas, 44071",La Florida,ES3500921129924502548278,BCI,1291548.11,2024-06-19,34,2024-12-18,Ford Fiesta,Camioneta,BCI,0.0,,1291548.11,2024-12-26,9,38,40,30,2,80,7
María Fernanda,Sandoval,2343563-2,"Pasaje de Tito Almansa 51 Apt. 35 
Ávila, 33052",La Florida,ES5604932377151219678279,Banco de Chile,1925221.57,2024-01-17,35,2024-06-21,Toyota Corolla,Camioneta,BCI,7580272.83,2024-07-11,0.0,,58,18,26,167,43,20,8
Balduino,Martinez,13738143-5,"Cuesta Nieves Delgado 52
Girona, 51290",Vitacura,ES3557561079170011457529,Santander,1690931.13,2024-02-04,15,2024-08-10,Nissan Sentra,SUV,BCI,14415893.61,2024-10-14,0.0,,17,16,44,122,25,72,7
Haydée,Huguet,6918153-8,"Glorieta Celestino Chaparro 1 Puerta 1 
Asturias, 34715",Vitacura,ES5440627412288199758240,Banco Estado,1873729.63,2024-01-14,47,2024-07-28,Toyota Corolla,Camioneta,BCI,6100672.67,2024-10-19,0.0,,47,38,16,110,26,23,92
Paulina,Alcalde,15970464-5,"Urbanización Horacio Carreras 6
Baleares, 13825",Providencia,ES9289615103868018602935,Banco de Chile,977003.76,2024-06-03,50,2024-12-18,Nissan Sentra,Camioneta,Banco de Chile,0.0,,977003.76,2024-12-27,69,48,10,118,14,24,59
Luís,Vendrell,8427500-K,"Paseo de Borja Gutierrez 80
Palencia, 44225",Santiago,ES6540670051087647760068,Banco Estado,570373.4,2024-02-07,8,2024-11-28,Toyota Corolla,SUV,Banco de Chile,0.0,,570373.4,2024-12-26,91,26,31,55,40,42,38
Espiridión,Gilabert,21731576-K,"Ronda Imelda Zapata 6 Puerta 5 
Tarragona, 47350",Ñuñoa,ES2542780382320688873350,BCI,979803.36,2024-06-20,10,2024-09-28,Nissan Sentra,SUV,Santander,15925390.35,2024-12-30,0.0,,92,27,45,65,30,15,72
Moisés,Valle,23078682-8,"Cuesta Olivia Rivera 68 Piso 5 
Palencia, 34670",Las Condes,ES8035310063767232579143,Santander,1129549.34,2024-06-25,49,2024-11-19,Honda Civic,SUV,BCI,17535207.29,2024-12-02,0.0,,15,30,45,186,49,24,84
Esteban,Puig,8233267-7,"Alameda Maximiano Beltrán 86
Valladolid, 07102",Providencia,ES2452048222383097223401,Scotiabank,1193051.09,2024-02-22,11,2024-03-01,Toyota Corolla,Hatchback,Scotiabank,12641049.71,2024-10-06,0.0,,55,35,10,148,4,81,98
Amor,Vega,18401596-K,"C. Clarisa Barreda 27
La Rioja, 08781",Santiago,ES2319727398108150976352,Banco de Chile,1863981.67,2024-04-02,49,2024-10-01,Chevrolet Spark,SUV,BCI,6390125.17,2024-10-16,0.0,,37,49,8,100,48,3,88
Jacinta,Suárez,2041521-5,"Avenida Leonor Bartolomé 57
Ourense, 46720",La Florida,ES0729153590221380733608,Scotiabank,923326.15,2024-02-19,5,2024-07-31,Toyota Corolla,Camioneta,Banco Estado,9273157.82,2024-08-09,0.0,,85,32,44,199,7,53,78
Victoria,Vilanova,23972183-4,"Urbanización Epifanio Asensio 813 Puerta 2 
Ourense, 27302",Ñuñoa,ES5412891659353472048406,Banco de Chile,504800.38,2024-04-03,37,2024-10-19,Nissan Sentra,Sedán,Banco de Chile,0.0,,504800.38,2024-12-28,66,25,29,95,43,44,5
María Dolores,Exposito,18126548-5,"Vial Concha Landa 14
Murcia, 20044",Vitacura,ES0858220641392491893949,Banco Estado,1318976.87,2024-05-10,26,2024-12-14,Nissan Sentra,Sedán,BCI,0.0,,1318976.87,2024-12-18,7,19,24,9,17,96,18
Lino,Pedraza,1002238-K,"Cuesta de Aura Salamanca 53
Pontevedra, 11129",Vitacura,ES4369593332316312216803,Scotiabank,1805627.55,2024-03-27,20,2024-11-11,Honda Civic,Hatchback,Banco Estado,17295537.37,2024-11-27,0.0,,88,9,15,135,43,94,14
Sabina,Gelabert,9048634-9,"Ronda Silvestre Alcalde 73 Apt. 27 
La Rioja, 04956",Santiago,ES4003834602334435686534,BCI,1191866.88,2024-06-11,23,2024-10-30,Toyota Corolla,Sedán,Scotiabank,13410138.6,2024-11-30,0.0,,12,6,16,50,0,88,45
Priscila,Font,11850394-5,"Cañada Elisa Córdoba 14
Ávila, 24049",Providencia,ES1848116491576054151611,Scotiabank,1108004.68,2024-04-26,37,2024-05-25,Nissan Sentra,Hatchback,BCI,12197391.65,2024-11-26,0.0,,54,4,26,11,23,96,88
Lope,Ángel,19481763-0,"Vial Borja Diéguez 85 Puerta 5 
Zamora, 42922",Vitacura,ES9705076145696132871732,Santander,623748.06,2024-01-23,6,2024-10-17,Toyota Corolla,Camioneta,Banco de Chile,6056532.57,2024-11-03,0.0,,84,23,11,144,36,13,82
Berta,Román,16714254-0,"Camino de Manuelita Fabra 227
Tarragona, 47653",Providencia,ES0741093767899114455507,BCI,740558.1,2024-06-27,45,2024-08-09,Honda Civic,Coupé,Banco Estado,0.0,,740558.1,2024-08-23,72,49,28,80,9,3,89
Francisco Jose,Gallego,3067954-7,"Ronda Fabricio Cabo 26 Apt. 86 
Zaragoza, 03982",Las Condes,ES9394863074717736676383,Scotiabank,1952902.72,2024-06-20,29,2024-08-14,Honda Civic,Camioneta,Scotiabank,0.0,,1952902.72,2024-12-28,97,38,2,95,14,83,81
Úrsula,Osuna,8422755-2,"Alameda de Rosalía Gonzalez 354 Apt. 81 
Asturias, 37386",Ñuñoa,ES1522579229063994609920,BCI,1474968.65,2024-06-06,45,2024-06-30,Chevrolet Spark,SUV,Scotiabank,6015663.72,2024-11-03,0.0,,1,49,15,179,49,24,65
Adelia,Company,22051351-3,"Rambla de Patricia Lara 10
Valladolid, 47923",Santiago,ES5741272633250176187494,BCI,1278067.64,2024-02-01,18,2024-10-17,Chevrolet Spark,Sedán,Santander,17780716.58,2024-12-27,0.0,,84,36,33,46,18,86,71
Sonia,Riquelme,9878852-2,"Via de Nacio Fabra 151 Piso 4 
Cuenca, 35900",Vitacura,ES2310013304783273435200,Santander,1527551.78,2024-01-09,9,2024-05-31,Nissan Sentra,SUV,Scotiabank,11239588.07,2024-08-27,0.0,,53,45,17,129,33,28,83
Cornelio,Galan,14973072-9,"Rambla de Ana Belén Luís 70 Piso 9 
Almería, 31254",Las Condes,ES7165172294811052047852,Banco Estado,877631.18,2024-01-14,5,2024-08-29,Ford Fiesta,SUV,Santander,0.0,,877631.18,2024-10-09,66,7,34,21,4,18,73
Jose Ramón,Moreno,20925638-K,"Cañada de Marianela Corral 12
Jaén, 43892",La Florida,ES3677220856649126809371,Banco de Chile,1401701.12,2024-05-16,5,2024-06-22,Toyota Corolla,Sedán,BCI,19116239.26,2024-11-20,0.0,,38,29,8,98,21,57,64
Damián,Pujol,7060030-7,"Paseo Anna Alemany 7 Apt. 52 
Jaén, 28495",Las Condes,ES4398414941319925929349,Santander,1704624.38,2024-03-06,6,2024-08-09,Nissan Sentra,Hatchback,Santander,0.0,,1704624.38,2024-12-30,20,14,48,148,8,17,3
Evangelina,Buendía,14877155-3,"Rambla de Manuela Cuevas 31
Guadalajara, 05093",Vitacura,ES3395242883534656704291,Scotiabank,1784937.12,2024-02-20,44,2024-11-03,Ford Fiesta,Coupé,Santander,17778467.68,2024-12-14,0.0,,39,13,0,76,29,5,56
Noé,Bernal,15854965-4,"Callejón de Isa Andres 61
Badajoz, 05273",Santiago,ES8988757129273296618491,Banco de Chile,1505935.17,2024-05-22,22,2024-12-22,Toyota Corolla,SUV,Banco Estado,0.0,,1505935.17,2024-12-25,3,7,47,118,36,74,97
Hector,Díez,11313352-K,"Callejón Bernardita Aparicio 45
Granada, 11971",Vitacura,ES5307315299323678659577,BCI,1100050.0,2024-01-11,50,2024-01-26,Chevrolet Spark,SUV,Banco de Chile,5145061.77,2024-02-25,0.0,,72,10,1,132,20,84,4
Luis Ángel,Sotelo,24446560-9,"Plaza Raquel Granados 2 Piso 8 
Huelva, 01631",Ñuñoa,ES5958031595265648359551,Banco de Chile,583317.65,2024-04-01,38,2024-11-26,Chevrolet Spark,Camioneta,Banco de Chile,11576046.91,2024-12-17,0.0,,56,19,32,147,12,90,100
Lisandro,Navarro,9758663-2,"Plaza de Calixta Simó 54
Guipúzcoa, 12473",La Florida,ES4844317993035800608100,Santander,1440519.84,2024-04-20,26,2024-11-06,Ford Fiesta,Hatchback,Banco de Chile,19659033.47,2024-11-12,0.0,,14,46,31,173,10,14,47
Jacinto,Barberá,14052157-4,"Vial de Eli Rico 87 Puerta 9 
Baleares, 01536",Ñuñoa,ES8484409688192278668087,BCI,923217.75,2024-02-04,11,2024-02-06,Nissan Sentra,Sedán,BCI,14917882.17,2024-02-10,0.0,,80,32,0,137,50,97,85
Elisabet,Arce,13833156-3,"Vial de Guiomar Cabrero 5 Puerta 4 
Cuenca, 18555",Santiago,ES3853956163151181082809,Santander,1271827.74,2024-06-10,24,2024-11-26,Honda Civic,SUV,Banco de Chile,11087681.39,2024-12-01,0.0,,1,40,6,30,1,71,27
Corona,Codina,20672542-7,"Alameda de Toni Mayo 45
Ávila, 17132",Santiago,ES1873230835580061120620,Scotiabank,1350980.37,2024-05-09,25,2024-06-09,Nissan Sentra,Camioneta,Banco Estado,0.0,,1350980.37,2024-11-28,2,45,24,23,5,50,8
Darío,Alonso,19503609-8,"Camino Javiera Ávila 323 Puerta 5 
La Rioja, 21095",Las Condes,ES1727210411994203196337,Santander,1920950.28,2024-01-03,38,2024-11-10,Toyota Corolla,Camioneta,Scotiabank,5748524.87,2024-12-17,0.0,,16,13,47,22,47,9,60
Evelia,Gibert,9626676-6,"Vial Elías Duran 36 Puerta 8 
Murcia, 49855",Santiago,ES8983467123098486534748,Scotiabank,1509949.36,2024-02-21,30,2024-10-27,Ford Fiesta,Coupé,Banco Estado,10808295.46,2024-11-15,0.0,,80,21,14,160,36,74,35
Joaquín,Ochoa,16554460-9,"Urbanización Balduino Soler 83 Puerta 0 
Soria, 40949",Santiago,ES1370105093044710621952,Scotiabank,544624.55,2024-06-04,31,2024-12-04,Honda Civic,Sedán,Scotiabank,9130841.74,2024-12-09,0.0,,62,42,25,139,25,28,39
Encarnita,Guzman,12359980-2,"Callejón de Camilo Acedo 51
Baleares, 18384",Vitacura,ES7103829978936310029896,Scotiabank,1508248.95,2024-04-03,23,2024-09-11,Toyota Corolla,Hatchback,BCI,0.0,,1508248.95,2024-12-22,51,17,23,120,14,32,15
Macaria,Guerrero,8902656-3,"Glorieta de Florencia Adadia 13 Apt. 91 
Cantabria, 35637",Vitacura,ES7529590895990198045543,Banco Estado,1136816.11,2024-01-14,21,2024-12-20,Honda Civic,Sedán,Banco Estado,18483876.0,2024-12-28,0.0,,58,28,29,39,22,37,24
Perla,Mesa,13684191-2,"Avenida de Araceli Peláez 44 Piso 4 
La Coruña, 13585",Santiago,ES0715965624088651535127,Santander,1317524.33,2024-02-15,8,2024-09-13,Chevrolet Spark,Sedán,BCI,0.0,,1317524.33,2024-11-15,4,1,49,191,34,27,34
Damián,Zamorano,4363897-1,"Cañada de Angelina Solís 18
Almería, 25768",Las Condes,ES5237104115858196095137,Scotiabank,1867260.19,2024-05-13,16,2024-10-16,Toyota Corolla,Hatchback,Santander,18969283.9,2024-11-08,0.0,,100,15,6,66,43,92,25
Cosme,Roman,24023267-7,"Camino Eli Conde 78 Puerta 6 
Zamora, 17036",Santiago,ES7824426038335139636261,Banco Estado,1536545.18,2024-06-25,29,2024-10-04,Toyota Corolla,SUV,Banco de Chile,0.0,,1536545.18,2024-12-14,0,5,16,149,46,77,65
Marisol,Rodriguez,21983795-K,"Acceso de Emperatriz Bartolomé 34
Sevilla, 34765",La Florida,ES7229503728857251233128,Banco de Chile,1934212.39,2024-05-19,16,2024-09-26,Ford Fiesta,SUV,Scotiabank,6995491.16,2024-10-27,0.0,,100,28,6,183,30,88,7
Cristina,Robledo,16367762-8,"Vial de Fidel López 949
Teruel, 01950",Ñuñoa,ES1763076260781250567415,Banco Estado,690022.93,2024-05-17,24,2024-07-31,Nissan Sentra,Camioneta,Santander,0.0,,690022.93,2024-08-24,82,15,24,52,22,58,61
Calixta,Burgos,14999028-3,"C. de Balduino Baños 65
Jaén, 18982",Vitacura,ES6057633821298034904138,Scotiabank,1309966.14,2024-06-16,32,2024-10-14,Chevrolet Spark,Sedán,BCI,0.0,,1309966.14,2024-12-26,71,35,44,179,9,49,19
Vicente,Dalmau,6150650-0,"Alameda de Melisa Alarcón 16
Córdoba, 43643",Vitacura,ES8706527579537600439836,Banco de Chile,1118032.35,2024-03-29,29,2024-06-17,Ford Fiesta,SUV,BCI,0.0,,1118032.35,2024-10-24,50,26,43,177,33,13,27
Miguel Ángel,Sanmartín,5772098-0,"Calle de Concha Leal 545 Apt. 39 
La Coruña, 39557",Vitacura,ES0722650221733863118061,Scotiabank,1821204.28,2024-02-28,31,2024-09-19,Chevrolet Spark,Coupé,BCI,8065752.19,2024-11-15,0.0,,93,11,35,78,41,57,7
Nidia,Valle,16092596-5,"Cañada de Ale Camino 73
Huesca, 23288",Ñuñoa,ES6032644259218094039952,Banco de Chile,887525.3,2024-02-15,15,2024-12-26,Toyota Corolla,Camioneta,Santander,14564702.27,2024-12-27,0.0,,93,21,14,41,36,68,0
Omar,Alvarez,24585456-0,"Avenida Nydia Gutierrez 7
Badajoz, 49711",Vitacura,ES1897544316272360816262,Santander,1927649.86,2024-03-15,26,2024-03-21,Honda Civic,Hatchback,Santander,9143156.89,2024-06-07,0.0,,74,33,38,198,3,60,25
Áurea,Puerta,13173659-2,"Calle de Bruno Soria 186 Piso 7 
Cuenca, 04630",Las Condes,ES0545212215899660266653,Banco de Chile,1884919.76,2024-06-19,36,2024-10-13,Nissan Sentra,SUV,Banco de Chile,0.0,,1884919.76,2024-10-26,66,36,42,182,7,52,94
Lupe,Ojeda,7355051-3,"Rambla de Bernarda Isern 162 Piso 3 
Cantabria, 29765",Ñuñoa,ES8356332397830030566528,Santander,1633755.34,2024-06-28,17,2024-11-04,Chevrolet Spark,Coupé,Banco de Chile,10066336.81,2024-11-11,0.0,,75,4,20,74,0,79,99
